"School Year",State,"NCES LEA ID",LEA,School,"NCES SCH ID","Data Group","Data Description",Value,Denominator,Numerator,Population,Subgroup,Characteristics,Age/Grade,"Academic Subject","Program Type",Outcome
2016-2017,"WEST VIRGINIA",5401470,"UPSHUR COUNTY SCHOOLS",,,814,"Chronic absenteeism table",104,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"WEST VIRGINIA",5401500,"WAYNE COUNTY SCHOOLS",,,814,"Chronic absenteeism table",21,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"WEST VIRGINIA",5401530,"WEBSTER COUNTY SCHOOLS",,,814,"Chronic absenteeism table",7,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"WEST VIRGINIA",5401560,"WETZEL COUNTY SCHOOLS",,,814,"Chronic absenteeism table",10,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"WEST VIRGINIA",5401590,"WIRT COUNTY SCHOOLS",,,814,"Chronic absenteeism table",43,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"WEST VIRGINIA",5401620,"WOOD COUNTY SCHOOLS",,,814,"Chronic absenteeism table",75,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"WEST VIRGINIA",5401621,"WV SCHOOLS FOR THE DEAF AND THE BLIND",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,"WEST VIRGINIA",5401650,"WYOMING COUNTY SCHOOLS",,,814,"Chronic absenteeism table",28,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500016,"Blair-Taylor School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500017,"River Ridge School District",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500018,"Brown Co CDEB",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500021,"Walworth Co CDEB",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500030,"Abbotsford School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500042,"Milwaukee Academy of Science Agency",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500045,"21st Century Preparatory School Agency",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500047,"Darrell Lynn Hines Academy Agency",,,814,"Chronic absenteeism table",7,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500052,"Trevor-Wilmot Consolidated School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500056,"Gresham School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500059,"Bruce Guadalupe Agency",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500060,"Adams-Friendship Area School District",,,814,"Chronic absenteeism table",19,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500061,"Chetek-Weyerhaeuser Area School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500065,"Milwaukee Scholars Charter School Agency",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500066,"Milwaukee Collegiate Academy Agency",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500067,"Milwaukee Math and Science Academy Agency",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500069,"Escuela Verde Agency",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500073,"La Casa de Esperanza Charter School Agency",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500074,"Seeds of Health Inc Agency",,,814,"Chronic absenteeism table",7,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500075,"Herman-Neosho-Rubicon School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500076,"Stellar Collegiate Charter School Agency",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500077,"United Community Center Acosta Middle School Agency",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500210,"Alma Center School District",,,814,"Chronic absenteeism table",8,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500240,"Almond-Bancroft School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500270,"Altoona School District",,,814,"Chronic absenteeism table",6,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500300,"Amery School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500330,"Tomorrow River School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500360,"Antigo Unified School District",,,814,"Chronic absenteeism table",22,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500390,"Appleton Area School District",,,814,"Chronic absenteeism table",113,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500420,"Arcadia School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500510,"Ashland School District",,,814,"Chronic absenteeism table",25,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500540,"Ashwaubenon School District",,,814,"Chronic absenteeism table",21,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500570,"Athens School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500630,"Augusta School District",,,814,"Chronic absenteeism table",9,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500720,"Baldwin-Woodville Area School District",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500750,"Unity School District",,,814,"Chronic absenteeism table",31,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500780,"Bangor School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500810,"Baraboo School District",,,814,"Chronic absenteeism table",20,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500870,"Barron Area School District",,,814,"Chronic absenteeism table",12,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500960,"Beaver Dam Unified School District",,,814,"Chronic absenteeism table",40,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5500990,"Belleville School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5501050,"Beloit School District",,,814,"Chronic absenteeism table",265,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5501080,"Beloit Turner School District",,,814,"Chronic absenteeism table",8,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5501110,"Benton School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5501140,"Berlin Area School District",,,814,"Chronic absenteeism table",21,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5501170,"Birchwood School District",,,814,"Chronic absenteeism table",5,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5501230,"Wisconsin Heights School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5501260,"Black River Falls School District",,,814,"Chronic absenteeism table",24,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5501310,"Pecatonica Area School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5501350,"Bloomer School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5501470,"Bonduel School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5501500,"Boscobel Area School District",,,814,"Chronic absenteeism table",10,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5501590,"Boyceville Community School District",,,814,"Chronic absenteeism table",6,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5501710,"Bristol #1 School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5501740,"Brodhead School District",,,814,"Chronic absenteeism table",6,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5501770,"Elmbrook School District",,,814,"Chronic absenteeism table",8,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5501800,"Brown Deer School District",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5501830,"Bruce School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5501890,"Burlington Area School District",,,814,"Chronic absenteeism table",19,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5502070,"Cambria-Friesland School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5502130,"Cameron School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5502160,"Campbellsport School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5502520,"Chilton School District",,,814,"Chronic absenteeism table",13,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5502550,"Chippewa Falls Area Unified School District",,,814,"Chronic absenteeism table",19,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5502640,"Clinton Community School District",,,814,"Chronic absenteeism table",6,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5502670,"Clintonville School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5502730,"Colby School District",,,814,"Chronic absenteeism table",6,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5502760,"Coleman School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5502790,"Colfax School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5502820,"Columbus School District",,,814,"Chronic absenteeism table",12,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5502910,"Crandon School District",,,814,"Chronic absenteeism table",9,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5502970,"Crivitz School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5503030,"Cuba City School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5503060,"Cudahy School District",,,814,"Chronic absenteeism table",12,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5503090,"Cumberland School District",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5503180,"De Forest Area School District",,,814,"Chronic absenteeism table",17,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5503210,"De Pere School District",,,814,"Chronic absenteeism table",16,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5503240,"De Soto Area School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5503270,"Deerfield Community School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5503510,"Kettle Moraine School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5503640,"Delavan-Darien School District",,,814,"Chronic absenteeism table",30,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5503660,"Denmark School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5503690,"Dodgeville School District",,,814,"Chronic absenteeism table",7,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5503810,"Drummond Area School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5503840,"Durand-Arkansaw School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5503860,"Northland Pines School District",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5504020,"East Troy Community School District",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5504050,"Eau Claire Area School District",,,814,"Chronic absenteeism table",166,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5504080,"Edgar School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5504110,"Edgerton School District",,,814,"Chronic absenteeism table",5,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5504170,"Elcho School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5504230,"Elk Mound Area School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5504260,"Elkhart Lake-Glenbeulah School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5504290,"Elkhorn Area School District",,,814,"Chronic absenteeism table",12,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5504320,"Ellsworth Community School District",,,814,"Chronic absenteeism table",6,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5504350,"Elmwood School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5504380,"Royall School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5504440,"Evansville Community School District",,,814,"Chronic absenteeism table",11,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5504590,"Fennimore Community School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5504620,"Lac du Flambeau #1 School District",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5504680,"Fond du Lac School District",,,814,"Chronic absenteeism table",77,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5504740,"Fort Atkinson School District",,,814,"Chronic absenteeism table",14,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5504800,"Fox Point J2 School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5504830,"Franklin Public School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5504860,"Frederic School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5504890,"Northern Ozaukee School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5504920,"Freedom Area School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5504960,"Galesville-Ettrick-Trempealeau School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5504980,"North Crawford School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5505160,"Germantown School District",,,814,"Chronic absenteeism table",5,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5505250,"Gillett School District",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5505490,"Nicolet UHS School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5505670,"Grantsburg School District",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5505820,"Green Bay Area Public School District",,,814,"Chronic absenteeism table",606,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5505940,"Greenfield School District",,,814,"Chronic absenteeism table",10,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5505970,"Greenwood School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5506000,"Whitnall School District",,,814,"Chronic absenteeism table",9,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5506030,"Hamilton School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5506060,"Saint Croix Central School District",,,814,"Chronic absenteeism table",5,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5506090,"Hartford J1 School District",,,814,"Chronic absenteeism table",13,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5506120,"Hartford UHS School District",,,814,"Chronic absenteeism table",20,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5506140,"Hartland-Lakeside J3 School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5506180,"Arrowhead UHS School District",,,814,"Chronic absenteeism table",7,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5506270,"Hayward Community School District",,,814,"Chronic absenteeism table",23,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5506540,"Holmen School District",,,814,"Chronic absenteeism table",13,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5506570,"Horicon School District",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5506600,"Hortonville Area School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5506630,"Howard-Suamico School District",,,814,"Chronic absenteeism table",31,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5506690,"Hudson School District",,,814,"Chronic absenteeism table",27,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5506780,"Hustisford School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5506810,"Independence School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5506870,"Iowa-Grant School District",,,814,"Chronic absenteeism table",5,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5506960,"Ithaca School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5507020,"Janesville School District",,,814,"Chronic absenteeism table",283,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5507050,"Jefferson School District",,,814,"Chronic absenteeism table",22,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5507170,"Johnson Creek School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5507260,"Dodgeland School District",,,814,"Chronic absenteeism table",14,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5507290,"Kaukauna Area School District",,,814,"Chronic absenteeism table",17,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5507320,"Kenosha School District",,,814,"Chronic absenteeism table",307,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5507380,"Kewaskum School District",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5507410,"Kewaunee School District",,,814,"Chronic absenteeism table",5,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5507440,"Kiel Area School District",,,814,"Chronic absenteeism table",7,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5507470,"Kimberly Area School District",,,814,"Chronic absenteeism table",13,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5507530,"La Crosse School District",,,814,"Chronic absenteeism table",84,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5507590,"Ladysmith School District",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5507620,"Lake Geneva J1 School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5507650,"Lake Geneva-Genoa City UHS School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5507710,"Lake Mills Area School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5507770,"Lancaster Community School District",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5507830,"Laona School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5507860,"Lena School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5508160,"Little Chute Area School District",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5508190,"Lodi School District",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5508280,"Luck School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5508520,"Madison Metropolitan School District",,,814,"Chronic absenteeism table",658,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5508550,"Manawa School District",,,814,"Chronic absenteeism table",10,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5508610,"Manitowoc School District",,,814,"Chronic absenteeism table",32,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5508640,"Maple School District",,,814,"Chronic absenteeism table",7,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5508700,"Marinette School District",,,814,"Chronic absenteeism table",51,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5508730,"Marion School District",,,814,"Chronic absenteeism table",5,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5508790,"Marshall School District",,,814,"Chronic absenteeism table",11,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5508820,"Marshfield Unified School District",,,814,"Chronic absenteeism table",53,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5508850,"Mauston School District",,,814,"Chronic absenteeism table",14,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5508880,"Mayville School District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5508910,"McFarland School District",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5508940,"Medford Area Public School District",,,814,"Chronic absenteeism table",8,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5509000,"Melrose-Mindoro School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5509030,"Menasha Joint School District",,,814,"Chronic absenteeism table",51,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5509060,"Menomonee Falls School District",,,814,"Chronic absenteeism table",5,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5509070,"Menominee Indian School District",,,814,"Chronic absenteeism table",92,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5509090,"Menomonie Area School District",,,814,"Chronic absenteeism table",23,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5509210,"Merrill Area School District",,,814,"Chronic absenteeism table",9,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5509510,"Middleton-Cross Plains Area School District",,,814,"Chronic absenteeism table",44,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5509570,"Milton School District",,,814,"Chronic absenteeism table",15,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5509600,"Milwaukee School District",,,814,"Chronic absenteeism table",3107,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5509630,"Lakeland UHS School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5509660,"Mineral Point Unified School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5509750,"Mishicot School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5509780,"Mondovi School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5509810,"Monona Grove School District",,,814,"Chronic absenteeism table",14,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5509840,"Monroe School District",,,814,"Chronic absenteeism table",13,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5509870,"Montello School District",,,814,"Chronic absenteeism table",5,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5509960,"Mosinee School District",,,814,"Chronic absenteeism table",7,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5509990,"Mount Horeb Area School District",,,814,"Chronic absenteeism table",13,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5510060,"Mukwonago School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5510140,"Riverdale School District",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5510170,"Muskego-Norway School District",,,814,"Chronic absenteeism table",7,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5510230,"Necedah Area School District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,WISCONSIN,5510320,"Neenah Joint School District",,,814,"Chronic absenteeism table",24,,,"Chronically Absent Students",Homeless,,,,,
